Méthode Utilisé, Nombre d'exécution, Nombre de noeud, Nombre d'arete, Nombre d'emplacement, Nombre de croisement (Meilleur), Nombre de croisement (Moyenne), Nombre de croisement (Médian), Temps d'exécution (s) (Moyenne)
Glouton, 100000, 10, 13, 11, 0, 7.16453, 7, 0.0102185
